交通量推定不能区間,都道府県,道路種別,沿道状況,延長（ｋｍ）,１２時間平均交通量（台／１２ｈ）／小型車,１２時間平均交通量（台／１２ｈ）／大型車,１２時間平均交通量（台／１２ｈ）／合計,１２時間走行台キロ（千台キロ）／小型車,１２時間走行台キロ（千台キロ）／大型車,１２時間走行台キロ（千台キロ）／合計,２４時間平均交通量（台／日）／小型車,２４時間平均交通量（台／日）／大型車,２４時間平均交通量（台／日）／合計,２４時間走行台キロ（千台キロ）／小型車,２４時間走行台キロ（千台キロ）／大型車,２４時間走行台キロ（千台キロ）／合計,昼夜率,１２時間ピーク比率（％）,１２時間大型車混入率（％）,混雑度
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,54.6,10576,1327,11903,577,72,650,14119,1966,16085,771,107,878,1.35,9.4,11.2,0.63
,,地方道計,DID(商業地域),236.1,14238,2201,16438,3362,520,3881,19008,3190,22199,4488,753,5241,1.35,9.4,13.4,0.75
,,,DID(商業地域を除く),22.7,12172,3405,15576,276,77,354,16305,4470,20775,370,101,472,1.33,9.5,21.9,1.07
,,,その他市街部,0.1,3347,143,3490,-,-,-,4102,165,4267,-,-,-,1.22,10.3,4.1,0.45
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,4.1,7343,565,7908,30,2,32,9237,974,10212,38,4,42,1.29,9.9,7.1,0.62
,,,合計,263,13948,2278,16226,3668,599,4267,18617,3265,21882,4896,859,5755,1.35,9.4,14,0.77
,,一般道路計,DID(商業地域),345.2,16485,2479,18963,5690,856,6546,22208,3622,25830,7666,1250,8916,1.36,9.4,13.1,0.81
,,,DID(商業地域を除く),27.5,13785,3925,17709,379,108,487,18685,5115,23799,514,141,654,1.34,9.5,22.2,1.12
,,,その他市街部,0.1,3347,143,3490,-,-,-,4102,165,4267,-,-,-,1.22,10.3,4.1,0.45
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,4.1,7343,565,7908,30,2,32,9237,974,10212,38,4,42,1.29,9.9,7.1,0.62
,,,合計,376.9,16185,2563,18747,6100,966,7066,21805,3701,25506,8218,1395,9613,1.36,9.4,13.7,0.83
,,合計,DID(商業地域),379.5,18685,3101,21787,7091,1177,8268,24922,4626,29548,9458,1755,11214,1.36,9.4,14.2,0.82
,,,DID(商業地域を除く),89.1,28212,7955,36167,2514,709,3222,36278,11386,47665,3232,1015,4247,1.32,10,22,0.77
,,,その他市街部,0.1,3347,143,3490,-,-,-,4102,165,4267,-,-,-,1.22,10.3,4.1,0.45
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,4.1,7343,565,7908,30,2,32,9237,974,10212,38,4,42,1.29,9.9,7.1,0.62
,,,合計,472.8,20379,3993,24372,9635,1888,11523,26922,5867,32789,12729,2774,15503,1.35,9.6,16.4,0.8
,,指定市の一般市道,DID(商業地域),42.8,10338,1139,11477,442,49,491,13342,1730,15072,571,74,645,1.31,9.4,9.9,0.7
,,,DID(商業地域を除く),8.3,8593,1217,9810,71,10,81,11213,1728,12942,93,14,107,1.32,10.3,12.4,0.72
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,51.1,10054,1152,11206,514,59,573,12996,1730,14726,664,88,752,1.31,9.5,10.3,0.7
,堺市,高速自動車国道,DID(商業地域),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,DID(商業地域を除く),10.1,36131,10165,46295,365,103,468,45182,14257,59439,456,144,600,1.28,10.4,22,0.64
,,,その他市街部,2.2,44791,9359,54150,99,21,119,56081,13484,69565,123,30,153,1.28,10.7,17.3,0.62
,,,平地部,0.8,30249,6839,37088,24,5,30,37885,9686,47571,30,8,38,1.28,10.6,18.4,0.7
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,13.1,37226,9826,47052,488,129,616,46567,13848,60415,610,181,791,1.28,10.5,20.9,0.64
,,一般国道の自動車専用道路,DID(商業地域),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,DID(商業地域を除く),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,高規格幹線道路,DID(商業地域),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,DID(商業地域を除く),10.1,36131,10165,46295,365,103,468,45182,14257,59439,456,144,600,1.28,10.4,22,0.64
,,,その他市街部,2.2,44791,9359,54150,99,21,119,56081,13484,69565,123,30,153,1.28,10.7,17.3,0.62
,,,平地部,0.8,30249,6839,37088,24,5,30,37885,9686,47571,30,8,38,1.28,10.6,18.4,0.7
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,13.1,37226,9826,47052,488,129,616,46567,13848,60415,610,181,791,1.28,10.5,20.9,0.64
,,都市高速道路,DID(商業地域),1.1,24325,7125,31451,27,8,35,31490,9833,41323,35,11,45,1.31,10.8,22.7,0.75
,,,DID(商業地域を除く),16.4,27737,12275,40012,455,201,656,35371,16905,52276,580,277,857,1.31,10.1,30.7,0.88
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,17.5,27522,11951,39474,482,209,691,35127,16460,51587,615,288,903,1.31,10.2,30.3,0.87
,,高速道路計,DID(商業地域),1.1,24325,7125,31451,27,8,35,31490,9833,41323,35,11,45,1.31,10.8,22.7,0.75
,,,DID(商業地域を除く),26.5,30936,11471,42407,820,304,1124,39110,15896,55006,1036,421,1458,1.3,10.2,27,0.76
,,,その他市街部,2.2,44791,9359,54150,99,21,119,56081,13484,69565,123,30,153,1.28,10.7,17.3,0.62
,,,平地部,0.8,30249,6839,37088,24,5,30,37885,9686,47571,30,8,38,1.28,10.6,18.4,0.7
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,30.6,31676,11042,42718,969,338,1307,40025,15342,55366,1225,469,1694,1.3,10.3,25.8,0.74
,,高速道路計（一般国道の自動車専用道路を除く）,DID(商業地域),1.1,24325,7125,31451,27,8,35,31490,9833,41323,35,11,45,1.31,10.8,22.7,0.75
,,,DID(商業地域を除く),26.5,30936,11471,42407,820,304,1124,39110,15896,55006,1036,421,1458,1.3,10.2,27,0.76
,,,その他市街部,2.2,44791,9359,54150,99,21,119,56081,13484,69565,123,30,153,1.28,10.7,17.3,0.62
,,,平地部,0.8,30249,6839,37088,24,5,30,37885,9686,47571,30,8,38,1.28,10.6,18.4,0.7
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,30.6,31676,11042,42718,969,338,1307,40025,15342,55366,1225,469,1694,1.3,10.3,25.8,0.74
,,一般国道（直轄）,DID(商業地域),5.8,28695,3168,31864,166,18,185,41848,3958,45806,243,23,266,1.44,10.6,9.9,0.95
,,,DID(商業地域を除く),7,33140,2720,35860,232,19,251,47076,3345,50421,330,23,353,1.41,9.7,7.6,1.45
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,12.8,31126,2923,34049,398,37,436,44707,3623,48330,572,46,619,1.42,10.1,8.6,1.18
,,一般国道（その他）,DID(商業地域),7.8,15863,2010,17873,124,16,139,21044,2995,24039,164,23,188,1.34,9.4,11.2,1.2
,,,DID(商業地域を除く),4.1,14232,5316,19548,58,22,80,18140,7398,25537,74,30,105,1.31,10.5,27.2,0.58
,,,その他市街部,5.3,23460,4432,27892,124,23,148,31906,6232,38138,169,33,202,1.37,9.4,15.9,0.93
,,,平地部,1.5,21385,4394,25779,32,7,39,26573,5355,31928,40,8,48,1.24,11,17,0.48
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,18.7,18102,3613,21714,338,68,406,23929,5067,28996,447,95,542,1.34,9.7,16.6,0.82
,,一般国道計,DID(商業地域),13.6,21335,2504,23839,290,34,324,29916,3406,33322,407,46,453,1.4,10.1,10.5,1.04
,,,DID(商業地域を除く),11.1,26156,3679,29835,290,41,331,36388,4842,41230,404,54,458,1.38,9.9,12.3,1.06
,,,その他市街部,5.3,23460,4432,27892,124,23,148,31906,6232,38138,169,33,202,1.37,9.4,15.9,0.93
,,,平地部,1.5,21385,4394,25779,32,7,39,26573,5355,31928,40,8,48,1.24,11,17,0.48
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,31.5,23394,3332,26726,737,105,842,32372,4480,36852,1020,141,1161,1.38,9.9,12.5,0.98
,,主要地方道（都道府県道）,DID(商業地域),32.3,16936,1830,18766,547,59,606,22178,3041,25220,716,98,815,1.34,9.9,9.8,0.91
,,,DID(商業地域を除く),66,16546,3045,19591,1092,201,1293,21771,4588,26359,1437,303,1740,1.35,10.2,15.5,1.05
,,,その他市街部,26,16506,2128,18635,429,55,484,21878,3193,25071,569,83,652,1.35,9.9,11.4,0.79
,,,平地部,10.9,6709,852,7560,73,9,82,8412,1137,9549,92,12,104,1.26,11,11.3,0.8
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,135.2,15838,2402,18240,2141,325,2466,20812,3672,24484,2814,496,3310,1.34,10.1,13.2,0.94
,,主要地方道（指定市道）,DID(商業地域),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,DID(商業地域を除く),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,主要地方道計,DID(商業地域),32.3,16936,1830,18766,547,59,606,22178,3041,25220,716,98,815,1.34,9.9,9.8,0.91
,,,DID(商業地域を除く),66,16546,3045,19591,1092,201,1293,21771,4588,26359,1437,303,1740,1.35,10.2,15.5,1.05
,,,その他市街部,26,16506,2128,18635,429,55,484,21878,3193,25071,569,83,652,1.35,9.9,11.4,0.79
,,,平地部,10.9,6709,852,7560,73,9,82,8412,1137,9549,92,12,104,1.26,11,11.3,0.8
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,135.2,15838,2402,18240,2141,325,2466,20812,3672,24484,2814,496,3310,1.34,10.1,13.2,0.94
,,一般都道府県道,DID(商業地域),10.9,10141,969,11110,111,11,121,12920,1525,14445,141,17,157,1.3,10.2,8.7,0.8
,,,DID(商業地域を除く),30.7,5805,525,6330,178,16,194,7303,830,8133,224,25,250,1.28,10.4,8.3,0.6
,,,その他市街部,5.9,8509,898,9407,50,5,56,10949,1466,12415,65,9,73,1.32,10,9.6,0.61
,,,平地部,9.8,4521,492,5013,44,5,49,5639,706,6345,55,7,62,1.27,10.4,9.8,0.71
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,57.3,6689,642,7331,383,37,420,8462,1007,9469,485,58,543,1.29,10.3,8.8,0.66
,,地方道計,DID(商業地域),43.2,15222,1613,16834,658,70,727,19842,2659,22501,857,115,972,1.34,10,9.6,0.89
,,,DID(商業地域を除く),96.7,13136,2245,15381,1270,217,1487,17178,3395,20573,1661,328,1989,1.34,10.2,14.6,0.96
,,,その他市街部,31.9,15027,1901,16928,479,61,540,19856,2874,22730,633,92,725,1.34,9.9,11.2,0.76
,,,平地部,20.7,5673,682,6355,117,14,132,7099,933,8032,147,19,166,1.26,10.8,10.7,0.76
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,192.5,13115,1878,14993,2525,361,2886,17136,2879,20015,3299,554,3853,1.33,10.1,12.5,0.89
,,一般道路計,DID(商業地域),56.8,16686,1826,18512,948,104,1051,22254,2838,25092,1264,161,1425,1.36,10,9.9,0.93
,,,DID(商業地域を除く),107.8,14477,2392,16869,1561,258,1818,19156,3544,22700,2065,382,2447,1.35,10.2,14.2,0.98
,,,その他市街部,37.2,16229,2261,18490,604,84,688,21573,3352,24925,803,125,927,1.35,9.8,12.2,0.79
,,,平地部,22.2,6735,932,7667,150,21,170,8415,1232,9647,187,27,214,1.26,10.8,12.2,0.67
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,224,14560,2082,16643,3262,466,3728,19278,3104,22382,4318,695,5014,1.34,10.1,12.5,0.91
,,合計,DID(商業地域),57.9,16831,1927,18758,975,112,1086,22430,2971,25400,1299,172,1471,1.35,10,10.3,0.93
,,,DID(商業地域を除く),134.3,17724,4184,21908,2380,562,2942,23093,5981,29074,3101,803,3905,1.33,10.2,19.1,0.88
,,,その他市街部,39.4,17824,2658,20481,702,105,807,23500,3918,27418,926,154,1080,1.34,10,13,0.76
,,,平地部,23,7552,1138,8690,174,26,200,9440,1526,10966,217,35,252,1.26,10.8,13.1,0.68
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,254.6,16618,3159,19777,4231,804,5035,21772,4575,26347,5543,1165,6708,1.33,10.1,16,0.86
,,指定市の一般市道,DID(商業地域),6.2,10299,750,11049,64,5,69,13082,1334,14416,81,8,89,1.3,10.7,6.8,0.55
,,,DID(商業地域を除く),23.5,8592,3302,11894,202,78,280,11632,3995,15627,273,94,367,1.31,10.9,27.8,0.7
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,合計,29.7,8949,2769,11718,266,82,348,11934,3440,15374,354,102,457,1.31,10.8,23.6,0.66
,兵庫県全域,高速自動車国道,DID(商業地域),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,DID(商業地域を除く),16,27212,10579,37791,435,169,605,34572,16217,50789,553,259,813,1.34,10.6,28,0.67
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,64.5,12282,9065,21346,792,585,1377,15101,17136,32237,974,1105,2079,1.51,9.6,42.5,0.46
,,,山地部,238.2,10324,7440,17763,2459,1772,4231,12681,14128,26808,3021,3365,6386,1.51,10.2,41.9,0.59
,,,合計,318.7,11568,7926,19494,3687,2526,6213,14270,14841,29111,4548,4730,9278,1.49,10.1,40.7,0.56
,,一般国道の自動車専用道路,DID(商業地域),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,DID(商業地域を除く),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,64.4,12022,4144,16166,774,267,1041,14778,7058,21835,952,455,1406,1.35,9.6,25.6,0.33
,,,山地部,79.3,7060,1579,8639,560,125,685,8355,2420,10776,663,192,855,1.25,10.5,18.3,0.61
,,,合計,143.7,9284,2729,12012,1334,392,1726,11234,4499,15732,1614,646,2261,1.31,10,22.7,0.41
,,高規格幹線道路,DID(商業地域),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,DID(商業地域を除く),16,27212,10579,37791,435,169,605,34572,16217,50789,553,259,813,1.34,10.6,28,0.67
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,128.9,12152,6606,18758,1566,852,2418,14939,12101,27040,1926,1560,3486,1.44,9.6,35.2,0.4
,,,山地部,317.5,9509,5976,15484,3019,1897,4916,11600,11204,22804,3683,3557,7240,1.47,10.2,38.6,0.59
,,,合計,462.4,10858,6311,17169,5021,2918,7939,13326,11627,24953,6162,5376,11538,1.45,10.1,36.8,0.52
,,都市高速道路,DID(商業地域),10.8,41109,12716,53826,444,137,581,55448,21925,77373,599,237,836,1.44,9.6,23.6,0.9
,,,DID(商業地域を除く),65.2,25094,9077,34171,1636,592,2228,32339,14015,46354,2109,914,3022,1.36,10.2,26.6,0.54
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,20,13796,4381,18177,276,88,364,16369,6197,22565,327,124,451,1.24,10.2,24.1,0.38
,,,山地部,8.3,11402,2652,14053,95,22,117,13392,3424,16816,111,28,140,1.2,11,18.9,0.35
,,,合計,104.3,23496,8042,31538,2451,839,3289,30162,12492,42654,3146,1303,4449,1.35,10.1,25.5,0.54
,,高速道路計,DID(商業地域),10.8,41109,12716,53826,444,137,581,55448,21925,77373,599,237,836,1.44,9.6,23.6,0.9
,,,DID(商業地域を除く),81.2,25511,9373,34884,2071,761,2833,32779,14449,47228,2662,1173,3835,1.35,10.3,26.9,0.57
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,148.9,12373,6307,18680,1842,939,2781,15131,11308,26439,2253,1684,3937,1.42,9.7,33.8,0.39
,,,山地部,325.8,9557,5891,15448,3114,1919,5033,11646,11005,22651,3794,3586,7380,1.47,10.2,38.1,0.58
,,,合計,566.7,13184,6629,19814,7471,3757,11228,16425,11786,28211,9308,6679,15987,1.42,10.1,33.5,0.52
,,高速道路計（一般国道の自動車専用道路を除く）,DID(商業地域),10.8,41109,12716,53826,444,137,581,55448,21925,77373,599,237,836,1.44,9.6,23.6,0.9
,,,DID(商業地域を除く),81.2,25511,9373,34884,2071,761,2833,32779,14449,47228,2662,1173,3835,1.35,10.3,26.9,0.57
,,,その他市街部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,平地部,84.5,12640,7956,20596,1068,672,1740,15401,14547,29948,1301,1229,2531,1.45,9.8,38.6,0.44
,,,山地部,246.5,10360,7278,17639,2554,1794,4348,12705,13767,26472,3132,3394,6525,1.5,10.2,41.3,0.58
,,,合計,423,14509,7955,22464,6137,3365,9502,18188,14262,32450,7694,6033,13726,1.44,10.1,35.4,0.55
,,一般国道（直轄）,DID(商業地域),40.8,21578,4783,26360,880,195,1076,29959,6665,36624,1222,272,1494,1.39,9.4,18.1,0.74
,,,DID(商業地域を除く),83.9,24367,6794,31161,2044,570,2614,34009,10276,44285,2853,862,3715,1.42,9.5,21.8,0.98
,,,その他市街部,75.3,11740,2409,14149,884,181,1065,15367,3641,19008,1157,274,1431,1.34,10.4,17,0.84
,,,平地部,142.5,12359,3053,15412,1761,435,2196,16000,4593,20593,2280,654,2934,1.34,10.6,19.8,0.84
,,,山地部,166.4,6437,1268,7705,1071,211,1282,7911,1782,9693,1316,297,1613,1.26,10.8,16.5,0.78
,,,合計,508.9,13050,3130,16179,6641,1593,8234,17350,4636,21986,8829,2359,11188,1.36,10.1,19.3,0.86
,,一般国道（その他）,DID(商業地域),86.3,14425,1488,15913,1245,128,1373,18865,2278,21143,1628,197,1825,1.33,9.8,9.3,0.94
,,,DID(商業地域を除く),50,19414,2584,21999,971,129,1100,25358,3918,29276,1268,196,1464,1.33,10,11.7,0.95
,,,その他市街部,114.6,8829,947,9776,1012,109,1120,11292,1321,12613,1294,151,1445,1.29,10.8,9.7,0.93
,,,平地部,427.9,7376,1619,8995,3156,693,3849,9306,2428,11734,3982,1039,5021,1.3,10.9,18,0.52
,,,山地部,323.7,4961,1016,5977,1606,329,1935,6294,1554,7848,2037,503,2540,1.31,10.4,17,0.64
,,,合計,1002.5,7970,1384,9354,7990,1388,9377,10184,2081,12265,10209,2086,12295,1.31,10.5,14.8,0.66
,,一般国道計,DID(商業地域),127.1,16721,2546,19267,2125,324,2449,22426,3687,26113,2850,469,3319,1.36,9.6,13.2,0.84
,,,DID(商業地域を除く),133.9,22518,5222,27740,3015,699,3714,30778,7902,38680,4121,1058,5179,1.39,9.6,18.8,0.97
,,,その他市街部,189.9,9983,1527,11510,1896,290,2186,12908,2241,15149,2451,426,2877,1.32,10.6,13.3,0.88
,,,平地部,570.4,8621,1977,10598,4918,1128,6045,10978,2969,13947,6262,1693,7955,1.32,10.8,18.7,0.6
,,,山地部,490.1,5462,1102,6564,2677,540,3217,6843,1631,8474,3354,799,4153,1.29,10.5,16.8,0.69
,,,合計,1511.4,9680,1972,11652,14631,2980,17611,12597,2941,15538,19039,4445,23484,1.33,10.3,16.9,0.74
,,主要地方道（都道府県道）,DID(商業地域),63.5,12408,1413,13820,788,90,878,16061,2179,18240,1020,138,1158,1.32,9.8,10.2,0.76
,,,DID(商業地域を除く),122.8,10153,1304,11456,1247,160,1407,13114,1882,14996,1610,231,1842,1.31,10.2,11.4,0.89
,,,その他市街部,193.7,5946,771,6717,1152,149,1301,7493,1046,8539,1451,203,1654,1.27,11.5,11.5,0.71
,,,平地部,946.6,4090,530,4620,3872,501,4373,5117,721,5838,4844,683,5526,1.26,12.1,11.5,0.59
,,,山地部,445.8,2290,312,2601,1021,139,1160,2835,412,3247,1264,184,1448,1.25,12.4,12,0.39
,,,合計,1772.4,4558,586,5145,8079,1039,9118,5749,812,6560,10189,1439,11628,1.28,11.5,11.4,0.61
,,主要地方道（指定市道）,DID(商業地域),21.5,12894,1523,14417,277,33,310,16688,2403,19091,359,52,410,1.32,9.6,10.6,0.49
,,,DID(商業地域を除く),15.7,7280,584,7864,114,9,123,9506,854,10361,149,13,163,1.32,10.3,7.4,0.68
,,,その他市街部,0.2,8177,485,8662,2,-,2,10216,871,11087,2,-,2,1.28,11.9,5.6,0.73
,,,平地部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,山地部,5.4,926,142,1068,5,1,6,1100,160,1260,6,1,7,1.18,10.7,13.3,0.18
,,,合計,42.8,9303,1000,10302,398,43,441,12057,1545,13601,516,66,582,1.32,9.8,9.7,0.52
,,主要地方道計,DID(商業地域),85,12531,1441,13971,1065,122,1188,16219,2236,18455,1379,190,1569,1.32,9.8,10.3,0.67
,,,DID(商業地域を除く),138.5,9827,1222,11049,1361,169,1530,12705,1766,14471,1760,245,2004,1.31,10.2,11.1,0.87
,,,その他市街部,193.9,5948,771,6719,1153,149,1303,7496,1046,8542,1453,203,1656,1.27,11.5,11.5,0.71
,,,平地部,946.6,4090,530,4620,3872,501,4373,5117,721,5838,4844,683,5526,1.26,12.1,11.5,0.59
,,,山地部,451.2,2273,310,2583,1026,140,1166,2814,409,3224,1270,185,1455,1.25,12.3,12,0.39
,,,合計,1815.2,4670,596,5266,8477,1082,9559,5897,829,6726,10705,1505,12210,1.28,11.5,11.3,0.6
,,一般都道府県道,DID(商業地域),110.7,8763,692,9455,970,77,1047,11177,1109,12286,1237,123,1360,1.3,10.1,7.3,0.98
,,,DID(商業地域を除く),187.4,7267,967,8234,1362,181,1543,9257,1370,10627,1735,257,1991,1.29,10.3,11.7,0.84
,,,その他市街部,186.1,4827,388,5215,898,72,970,6017,542,6559,1120,101,1221,1.26,12,7.4,0.61
,,,平地部,1036.9,2510,256,2766,2602,266,2868,3098,360,3458,3212,373,3586,1.25,13.1,9.3,0.51
,,,山地部,655.8,920,91,1011,603,59,663,1107,121,1228,726,79,805,1.22,13.4,9,0.31
,,,合計,2176.9,2956,301,3257,6436,655,7091,3689,429,4118,8030,933,8963,1.26,11.9,9.2,0.58
,,地方道計,DID(商業地域),195.7,10399,1017,11417,2035,199,2234,13367,1598,14965,2616,313,2929,1.31,9.9,8.9,0.78
,,,DID(商業地域を除く),325.9,8355,1076,9431,2723,351,3073,10722,1538,12260,3494,501,3996,1.3,10.2,11.4,0.86
,,,その他市街部,380,5399,584,5983,2052,222,2273,6772,799,7571,2573,304,2877,1.27,11.7,9.8,0.66
,,,平地部,1983.5,3264,387,3651,6474,767,7241,4061,532,4594,8056,1056,9112,1.26,12.5,10.6,0.55
,,,山地部,1107,1472,180,1652,1629,199,1828,1803,239,2042,1996,264,2260,1.24,12.7,10.9,0.36
,,,合計,3992.1,3736,435,4171,14913,1737,16650,4693,611,5304,18735,2438,21173,1.27,11.6,10.4,0.59
,,一般道路計,DID(商業地域),322.8,12889,1619,14508,4160,523,4683,16934,2421,19355,5466,781,6248,1.33,9.8,11.2,0.81
,,,DID(商業地域を除く),459.8,12479,2283,14762,5738,1050,6788,16563,3391,19954,7616,1559,9175,1.35,9.9,15.5,0.92
